tdate;ttext;tgeo
2016-07-24 12:06:21;@HeyHowIsItGoing @karlicoss Мупоч и физтех, хе-хе-хе;None
2016-07-24 10:27:35;что выбрать:МФТи, МГУ, МИФИ или бауманку?;None
2016-07-24 10:21:46;Сложно ли поступить в МФТИ и МГТУ Баумана?;None
2016-07-24 09:24:04;ПОЗОР МФТИ ПРОВОКАТОР БОРИС НАДЕЖНО-ТРОЯНЕЦ ПОТЕРПЕЛ ПОЗОРНЫЙ КРАХ ОТ САТАНОВСКОГО И МИХЕЕВА НА ПОЕДИНКЕ СОЛОВЬЕВА! ПРОИГРАЕТ И ВЫБОРЫ 2016!;None
2016-07-24 06:56:27;#пейзаж #деньги #развлечения  арефьев константин юрьевич мфти;None
2016-07-23 22:55:32;арефьев константин юрьевич мфти #деньги #любовь #котик;None
2016-07-23 22:08:31;RT @aleksey_arsenin: @AVyshnevyy рассказал на @radio_mayak о том, как сделать компьютеры быстрее при помощи и нанооптики https://t.co/eO4jO…;None
2016-07-23 22:07:12;@AVyshnevyy рассказал на @radio_mayak о том, как сделать компьютеры быстрее при помощи и нанооптики https://t.co/eO4jOUNhTj #МФТИ @Phystech;None
2016-07-23 21:30:47;Я ж сегодня из МФТИ документы забрала, мне было так приятно, что на факультете боролись за меня до последнего. Жаль, что баллы решают все;None
2016-07-23 21:28:06;Как-то страшно смотрятся вузы, аббревиатуры которых длиннее четырех букв. Вот сравните - МГУ, ВШЭ, МФТИ, и например, МГАКХиС.;None
2016-07-23 15:10:14;Кто знает, что такое физтех?;None
2016-07-23 14:35:19;люди, кто-нибудь учится в МФТИ,расскажите что-нибудь про институт;None
2016-07-23 14:12:32;RT @habrahabr: Учись не выходя из дома: https://t.co/YrxhPxWcPK. МФТИ запустил онлайн-магистратуру по современной комбинаторике. https://t.…;None
2016-07-23 13:39:39;RT @mathOO7tutor: #Уравнение #модуль в модуле https://t.co/32UbkXqA0D с помощью #репетитора #МФТИ и методов #Султанова Учебные #материалы д…;None
2016-07-23 13:39:22;#Уравнение #модуль в модуле https://t.co/32UbkXqA0D с помощью #репетитора #МФТИ и методов #Султанова Учебные #материалы для абитуриентов МГУ;None
2016-07-23 12:31:18;люди, кто-нибудь учится в МФТИ,расскажите что-нибудь про институт;None
2016-07-23 12:23:55;Как может выпускник мфти получить работу в США?;None
2016-07-23 11:10:43;RT @Phystech: Статья на vc.ru про нейронные сети с комментариями Михаил Бурцева из МФТИ  Статья по ссылке: https://t.co/VKDADiFHPQ https://…;None
2016-07-23 09:15:03;ПОЗОР МФТИ ПРОВОКАТОР БОРИС НАДЕЖНО-ТРОЯНЕЦ ПОТЕРПЕЛ ПОЗОРНЫЙ КРАХ ОТ САТАНОВСКОГО И МИХЕЕВА НА ПОЕДИНКЕ СОЛОВЬЕВА! ПРОИГРАЕТ И ВЫБОРЫ 2016!;None
2016-07-23 06:50:34;снова в мфти https://t.co/jEf4u7QCar;None
2016-07-23 02:00:38;С форума ФРТК - МФТИ: XXX Отдам несколько гуппи, водорослей и улиток. YYY причина? ZZZ Мертвые.;None
2016-07-23 00:13:09;Физики из МФТИ и РКЦ «утрамбовали» квантовый компьютер: Ученые из России придумали способ использования много... https://t.co/B6IzMYOadR;None
2016-07-23 00:02:04;RT @rodebobs84: Новые возможности в образовании: в МФТИ выдадут диплом гособразца после онлайн-обучения;None
2016-07-22 22:57:04;Физики из МФТИ и РКЦ «утрамбовали» квантовый компьютер: Ученые из России придумали способ использования… https://t.co/NoDYO5eLl1;None
2016-07-22 22:31:50;Физики из МФТИ и РКЦ «утрамбовали» квантовый компьютер: Ученые из России придумали способ использования многоуровневых  квантов...  #news;None
2016-07-22 22:31:49;Физики из МФТИ и РКЦ «утрамбовали» квантовый компьютер;None
2016-07-22 20:41:33;люди, кто-нибудь учится в МФТИ,расскажите что-нибудь про институт;None
2016-07-22 19:06:44;физтех-круче всех,не правда ли?;None
2016-07-22 18:54:37;RT @mathOO7tutor: @maths_solver Как проходит #онлайн #обучение с #репетитором #МФТИ и ИНЯЗа по #Skype #реально https://t.co/hPYwxjxTuI http…;None
2016-07-22 18:35:03;RT @mathOO7tutor: #МФТИ ВОШЕЛ В 20 УНИВЕРСИТЕТОВ МИРА С ЛУЧШИМ ОБРАЗОВАНИЕМ #news #образование #УНИВЕРСИТЕТ https://t.co/dicEQ6VV3I IQ http…;None
2016-07-22 18:22:12;Гордимся! Российские школьники завоевали золотые медали на международных олимпиадах по физике и математике — МФТИ: https://t.co/VQD1ibe0nd;None
2016-07-22 18:07:37;@indigo_colour @Katie_ts даже не знаю, там дешевле и вкуснее чем в столовке мфти, что уж там);None
2016-07-22 17:08:01;@platonov_ivan ой я тебя умоляю  , подмигнёшь и обе твои . Правда пугает , что это мфти-шные студентки 😆;None
2016-07-22 16:44:53;@tsargradtv @victor_arseni Чугункин, заткнись! Не позорь МФТИ!  😫;None
2016-07-22 15:01:27;Как поступить в МФТИ когда нужно 270 баллов а у тебя мозгов как у забора и походу твоё будущее -это подметать дерьмо с асфальта ?(((;None
2016-07-22 14:44:59;Какая лучшая зарплата выпускника МФТИ в среднем за месяц?;None
2016-07-22 14:40:00;RT @mathOO7tutor: #МФТИ ВОШЕЛ В 20 УНИВЕРСИТЕТОВ МИРА С ЛУЧШИМ ОБРАЗОВАНИЕМ #news #образование #УНИВЕРСИТЕТ https://t.co/dicEQ6VV3I IQ http…;None
2016-07-22 14:39:46;#МФТИ ВОШЕЛ В 20 УНИВЕРСИТЕТОВ МИРА С ЛУЧШИМ ОБРАЗОВАНИЕМ #news #образование #УНИВЕРСИТЕТ https://t.co/dicEQ6VV3I IQ https://t.co/3dgCFNEjZ3;None
2016-07-22 14:09:43;Понял, что мне ничего не светит с мфти-шными студентками, которых я довёл под зонтиком до метро, потому что они общались со мной на Вы.;None
2016-07-22 13:33:44;МФТИ на Фестивале лекционных форматов на ВДНХ представит свои проекты. Не пропустите!  https://t.co/cfs7vcvNYU https://t.co/rT1QL7cP7K;None
2016-07-22 12:24:05;RT @rodebobs84: Новые возможности в образовании: в МФТИ выдадут диплом гособразца после онлайн-обучения;None
2016-07-22 10:43:33;RT @mathOO7tutor: #perevod #Москва #Россия #форум #развитие #учителя #преподаватели #moscow #russia Наши #онлайн #репетиторы — #преподавате…;None
2016-07-22 10:43:22;RT @mathOO7tutor: #Репетитор по #математике #преподаватель #МФТИ #подготовит к #ЕГЭ #Индивидуальная #помощь #преподаватели #ЗФТШ #ОГЭ https…;None
2016-07-22 09:47:31;Какая лучшая зарплата выпускника МФТИ в среднем за месяц?;None
2016-07-22 09:38:37;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 09:28:51;Кто знает, что такое физтех?;None
2016-07-22 09:03:33;Билеты письменных вступительных экзаменов в МФТИ (1994 - 1997г.), Дерябкин В.Н., Кузнецов Е… https://t.co/mdzvHIA1kB;None
2016-07-22 08:28:05;ПОЗОР МФТИ ПРОВОКАТОР БОРИС НАДЕЖНО-ТРОЯНЕЦ ПОТЕРПЕЛ ПОЗОРНЫЙ КРАХ ОТ САТАНОВСКОГО И МИХЕЕВА НА ПОЕДИНКЕ СОЛОВЬЕВА! ПРОИГРАЕТ И ВЫБОРЫ 2016!;None
2016-07-22 08:00:44;RT @MagnaRussia: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер https://t.co/WaezXsqCzK https://t.co/suZDqMM33p;None
2016-07-22 07:49:41;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 07:41:25;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 07:16:03;Выбор программы: проблемы физики и энергетики в МФТИ... https://t.co/49mvJomEwD;None
2016-07-22 07:13:09;RT @MagnaRussia: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер https://t.co/WaezXsqCzK https://t.co/suZDqMM33p;None
2016-07-22 07:04:03;RT @rodebobs84: Новые возможности в образовании: в МФТИ выдадут диплом гособразца после онлайн-обучения;None
2016-07-22 07:01:18;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 06:50:23;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 06:49:30;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 06:45:31;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 06:40:57;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 06:35:25;Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер https://t.co/WaezXsqCzK https://t.co/suZDqMM33p;None
2016-07-22 06:31:57;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 06:29:29;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 06:27:17;RT @sdelanounas: Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
2016-07-22 06:14:07;Физики из МФТИ и РКЦ "утрамбовали" квантовый компьютер #Россия #новости #сделаноунас https://t.co/C4Bs2NocUD;None
